,Tweet ID,Time,User,Tweet
689,1592871938707582977,2022-11-16 13:27:18+00:00,pankhaOfVyasG,RT @DeItaone: GENESIS’ CRYPTO-LENDING UNIT IS HALTING CUSTOMER WITHDRAWALS IN WAKE OF FTX COLLAPSE - COINDESK
690,1592871932965584896,2022-11-16 13:27:17+00:00,obiexyz,"The next few months will decide whether SOL bounces back harder than before or it tapers off

SOL needs headlines t… https://t.co/fjR2TYtCZe"
691,1592871922047815688,2022-11-16 13:27:15+00:00,Albert_1steen,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
692,1592871912287637504,2022-11-16 13:27:12+00:00,crypto_dolfin,@FSvalis @frensvalidator SCRT shouldn't count per se as it is technically not a privacy coin but a payment for prog… https://t.co/FlBEt8da4a
693,1592871903315652609,2022-11-16 13:27:10+00:00,hzak_ml,RT @CoinDesk: JUST IN: The lending arm of @GenesisTrading plans to halt customer withdrawals. The unit discussed the matter with its instit…
694,1592871878380912641,2022-11-16 13:27:04+00:00,vanuatutech,"Genesis' crypto lending unit, which had $2.8B in active loans in Q3, suspends redemptions and new loan originations… https://t.co/ufidpkYcM5"
695,1592871874605699075,2022-11-16 13:27:03+00:00,echulm,"RT @adamscochran: Genesis seems dead in the water. Halting all withdraws per Coindesk.

Big things starting to unwind here.

Holy shit,"
696,1592871864199938048,2022-11-16 13:27:01+00:00,loserleaves,"RT @Tree_of_Alpha: The fact DCG owns both Genesis and Coindesk, and Genesis is forced to halt withdrawals after a bankrun initiated by a Co…"
697,1592871857816219650,2022-11-16 13:26:59+00:00,Tyger1923Crypto,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
698,1592871849809285123,2022-11-16 13:26:57+00:00,StalinCruz,https://t.co/E95GKNvdSh https://t.co/BYWC2g5VLP
699,1592871846801997826,2022-11-16 13:26:57+00:00,CryptoNelson17,"…it continues…

https://t.co/0QA8JpMx8h"
700,1592871833338277893,2022-11-16 13:26:53+00:00,JacobsMichael1,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
701,1592871833317289985,2022-11-16 13:26:53+00:00,hidro3966,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
702,1592871818373005312,2022-11-16 13:26:50+00:00,jfxspy,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
703,1592871803923202048,2022-11-16 13:26:46+00:00,Hard_Herb,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
704,1592871803546144770,2022-11-16 13:26:46+00:00,keremkaradagcom,"Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse

The unit, known as Genesis Gl… https://t.co/of4oI2EzWb"
705,1592871791630094336,2022-11-16 13:26:43+00:00,Moonshine452,"RT @Benzinga: Genesis is temporarily halting withdrawals and new loan originations in the wake of FTX’s collapse.

""This decision was made…"
706,1592871783602221056,2022-11-16 13:26:41+00:00,WealthEquation,"Detalis

https://t.co/R9AOe4gqV6"
707,1592871763150503936,2022-11-16 13:26:37+00:00,CryptoBlockMeta,"Grayscale is one of the largest holders of Bitcoin, worth $11 billion.
DCG is a venture capital company focusing on… https://t.co/itK5cWPWHz"
708,1592871758474149894,2022-11-16 13:26:36+00:00,OccultNavAl,RT @DeItaone: GENESIS’ CRYPTO-LENDING UNIT IS HALTING CUSTOMER WITHDRAWALS IN WAKE OF FTX COLLAPSE - COINDESK
709,1592871758079873025,2022-11-16 13:26:35+00:00,cryptowavy1,RT @CoinDesk: JUST IN: The lending arm of @GenesisTrading plans to halt customer withdrawals. The unit discussed the matter with its instit…
710,1592871751486431235,2022-11-16 13:26:34+00:00,AndreasSchilli,@KeithMcCullough https://t.co/POb9B6wPj9
711,1592871748038717441,2022-11-16 13:26:33+00:00,ruslilie6661,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
712,1592871744293203968,2022-11-16 13:26:32+00:00,ElVlSIAlA,@C_Scott0310 @ValonToken @cryptocom @GenesisTrading https://t.co/TKsNJEcrx1
713,1592871723296493568,2022-11-16 13:26:27+00:00,Benzinga,"Genesis is temporarily halting withdrawals and new loan originations in the wake of FTX’s collapse.

""This decision… https://t.co/eD4KIIM0aS"
714,1592871720461144064,2022-11-16 13:26:26+00:00,theADAghost,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
715,1592871719416758272,2022-11-16 13:26:26+00:00,Cryptosai89,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
716,1592871693735063553,2022-11-16 13:26:20+00:00,Future_Crypto22,"RT @Techmeme: Genesis' crypto lending unit, which had $2.8B in active loans in Q3, suspends redemptions and new loan originations; trading…"
717,1592871690471878656,2022-11-16 13:26:19+00:00,Gemnote_reviews,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
718,1592871688265293824,2022-11-16 13:26:19+00:00,c_mandas,"JUST IN - Genesis' crypto lending unit halts withdrawals.

https://t.co/HLzVteqhu9

@disclosetv  @mconceptionz @mdenaxa"
719,1592871682657718273,2022-11-16 13:26:17+00:00,SolBulletin,🚨 BREAKING: GENESIS OWNER DIGITAL CURRENCY GROUP (DCG) IS ALSO THE PARENT COMPANY OF CoinDesk.
720,1592871667335774209,2022-11-16 13:26:14+00:00,chainparrot,Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse https://t.co/3RxROo7BIf
721,1592871650017828864,2022-11-16 13:26:10+00:00,Fegrlikeswinter,@Tree_of_Alpha And argument of him partially owning Coindesk is weak in many ways
722,1592871647153119234,2022-11-16 13:26:09+00:00,DavidBazzy,Anticipate a lot of risk related roles coming up in the digital assets space over the next few years. https://t.co/QQc8IROUs8
723,1592871643378253824,2022-11-16 13:26:08+00:00,CarterMcAIister,"RT @Tree_of_Alpha: Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse - Coindesk

""Importantly, this deci…"
724,1592871620460388359,2022-11-16 13:26:03+00:00,MADussault,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
725,1592871618883514371,2022-11-16 13:26:02+00:00,MuneefBokhari,RT @CoinDesk: JUST IN: The lending arm of @GenesisTrading plans to halt customer withdrawals. The unit discussed the matter with its instit…
726,1592871611946106886,2022-11-16 13:26:01+00:00,solar2029,"RT @Tree_of_Alpha: Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse - Coindesk

""Importantly, this deci…"
727,1592871596439769088,2022-11-16 13:25:57+00:00,cryptodailyTS,BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
728,1592871579981348864,2022-11-16 13:25:53+00:00,Crypto_TomP,#GenesisTrading มีแผนที่จะระงับการถอนเงินของลูกค้าแล้ว https://t.co/NgVjBBPHK8
729,1592871573140430850,2022-11-16 13:25:51+00:00,elmaghaers,"@CoinDesk @CoinLedger @David_Kemmerer @koinly So, 🔥   influencers's pprinting free,maaking free 💰 off 1inch aand yo… https://t.co/BZo5I2DRrq"
730,1592871571622088704,2022-11-16 13:25:51+00:00,ScAlf83,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
731,1592871569671749633,2022-11-16 13:25:50+00:00,MissionGains,https://t.co/kOSJ6qOO72
732,1592871567511674881,2022-11-16 13:25:50+00:00,Telamonian_One,https://t.co/qOpyNpcDSq
733,1592871564110094337,2022-11-16 13:25:49+00:00,LantiguaMitch,@CoinDesk @JPRubin23 @GWilliamsJr_CMT @_jocelynyang_ This is the best time to spend as much usdt as possible to buy… https://t.co/f2bfB6tyJ9
734,1592871562558205953,2022-11-16 13:25:49+00:00,PSuiteNetwork,"Compass had a big operation in Russia with $40 million worth of equipment, or 10% of the company’s total hashrate a… https://t.co/m9d2TwTa7x"
735,1592871562298155011,2022-11-16 13:25:49+00:00,RamonQuesadaT,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
736,1592871550801563649,2022-11-16 13:25:46+00:00,artonbitcoin,RT @sassal0x: Going to be a big wick
737,1592871550038200320,2022-11-16 13:25:46+00:00,Byte_Produce,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
738,1592871548075266049,2022-11-16 13:25:45+00:00,hd_lima,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
739,1592871540596822016,2022-11-16 13:25:44+00:00,poordart,"RT @Tree_of_Alpha: The fact DCG owns both Genesis and Coindesk, and Genesis is forced to halt withdrawals after a bankrun initiated by a Co…"
740,1592871528630476802,2022-11-16 13:25:41+00:00,BogdanBPT,"RT @Tree_of_Alpha: Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse - Coindesk

""Importantly, this deci…"
741,1592871513988157442,2022-11-16 13:25:37+00:00,bensoncrypto,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
742,1592871505817645066,2022-11-16 13:25:35+00:00,ClaudiuBoboi,RT @DeItaone: GENESIS’ CRYPTO-LENDING UNIT IS HALTING CUSTOMER WITHDRAWALS IN WAKE OF FTX COLLAPSE - COINDESK
743,1592871502386528256,2022-11-16 13:25:34+00:00,specrtre,Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse https://t.co/RtmAspYQAu
744,1592871497122861058,2022-11-16 13:25:33+00:00,izzoe15,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
745,1592871496070090752,2022-11-16 13:25:33+00:00,ClaudiuBoboi,RT @DeItaone: https://t.co/93OD0rWcK9
746,1592871480668622849,2022-11-16 13:25:29+00:00,JulienG_invest,"RT @MoneyRadar_FR: 🚨ALERTE - GENESIS suspend les retraits de ses clients

L'unité, connue sous le nom de Genesis Global Capital, sert une b…"
747,1592871480542777347,2022-11-16 13:25:29+00:00,MHoffV1,https://t.co/XOn4V89h6u
748,1592871470983942144,2022-11-16 13:25:27+00:00,CoinDesk,"“We'll have to watch how it plays out as we don't yet know how many assets folks are going to recover and when,“… https://t.co/WbfHI5rgpv"
749,1592871448787709952,2022-11-16 13:25:22+00:00,TBBOB2,Another one bites the dust. Keep your crypto of exchanges and CeFi platforms! And don't forget that DeFi has its ri… https://t.co/gNzLQjHqlK
750,1592871420018970624,2022-11-16 13:25:15+00:00,SteezetyCrypto,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
751,1592871400150249475,2022-11-16 13:25:10+00:00,NikoZr22,RT @DeItaone: GENESIS’ CRYPTO-LENDING UNIT IS HALTING CUSTOMER WITHDRAWALS IN WAKE OF FTX COLLAPSE - COINDESK
752,1592871398271520771,2022-11-16 13:25:10+00:00,USArmyVet609,"RT @TheStreet: JUST IN: Genesis' crypto lending unit has paused withdrawals, per Coindesk"
753,1592871395666845697,2022-11-16 13:25:09+00:00,snipercalls,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
754,1592871394312089603,2022-11-16 13:25:09+00:00,0xvvp,RT @CoinDesk: JUST IN: The lending arm of @GenesisTrading plans to halt customer withdrawals. The unit discussed the matter with its instit…
755,1592871363404259330,2022-11-16 13:25:01+00:00,Abhin57158548,@CoinDesk @LFG_org @OKnightCrypto #METANIA comes and enjoy the free $$profits
756,1592871355632218112,2022-11-16 13:24:59+00:00,TCRPartyBot,RT @sassal0x: Going to be a big wick https://t.co/2W848aRnFT
757,1592871352729731074,2022-11-16 13:24:59+00:00,ChettaCheetah,RT @DeItaone: https://t.co/93OD0rWcK9
758,1592871348446973952,2022-11-16 13:24:58+00:00,Yueqi_Yang,"Genesis parent DCG said today's action has no impact on other units, which would include Grayscale, CoinDesk, Found… https://t.co/wE1idPk5yn"
759,1592871346018881538,2022-11-16 13:24:57+00:00,IsisFlower2022,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
760,1592871342294331393,2022-11-16 13:24:56+00:00,Thumblessregime,RT @DeItaone: GENESIS’ CRYPTO-LENDING UNIT IS HALTING CUSTOMER WITHDRAWALS IN WAKE OF FTX COLLAPSE - COINDESK
761,1592871342202032129,2022-11-16 13:24:56+00:00,sassal0x,Going to be a big wick https://t.co/2W848aRnFT
762,1592871322778238978,2022-11-16 13:24:52+00:00,jfxspy,"@CoinDesk @LFG_org @OKnightCrypto #METANIA the pure gem to all, bullish1000x"
763,1592871322472026112,2022-11-16 13:24:52+00:00,CraperHandi,@CoinDesk @LFG_org @OKnightCrypto #METANIA AWESOME PROJECT I EVER SEEN
764,1592871314398023680,2022-11-16 13:24:50+00:00,graymancapital,"RT @Tree_of_Alpha: The fact DCG owns both Genesis and Coindesk, and Genesis is forced to halt withdrawals after a bankrun initiated by a Co…"
765,1592871314259603458,2022-11-16 13:24:50+00:00,AisenstadtN,"$BTC GENESIS’ CRYPTO-LENDING UNIT IS HALTING CUSTOMER WITHDRAWALS IN WAKE OF FTX COLLAPSE - COINDESK

https://t.co/2Y4WB9luYv"
766,1592871313265213442,2022-11-16 13:24:49+00:00,TechmemeChatter,RT @DeItaone: GENESIS’ CRYPTO-LENDING UNIT IS HALTING CUSTOMER WITHDRAWALS IN WAKE OF FTX COLLAPSE - COINDESK
767,1592871310300151809,2022-11-16 13:24:49+00:00,AsThiLaO,"RT @MoneyRadar_FR: 🚨ALERTE - GENESIS suspend les retraits de ses clients

L'unité, connue sous le nom de Genesis Global Capital, sert une b…"
768,1592871309763313665,2022-11-16 13:24:49+00:00,SanLasCasas,"RT @SOU_BTC: 【速報】GenesisTradingの融資部門は、顧客の出金を停止する予定。

同部門は水曜朝の電話会議で、機関投資家の顧客とこの件について話し合ったとのこと。"
769,1592871308807000065,2022-11-16 13:24:48+00:00,ScroogeMcSTONKS,RT @DeItaone: GENESIS’ CRYPTO-LENDING UNIT IS HALTING CUSTOMER WITHDRAWALS IN WAKE OF FTX COLLAPSE - COINDESK
770,1592871305388658688,2022-11-16 13:24:47+00:00,Kazaa2020,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
771,1592871295083237380,2022-11-16 13:24:45+00:00,TenderRays,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
772,1592871289835778048,2022-11-16 13:24:44+00:00,felipex0610,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
773,1592871285566029824,2022-11-16 13:24:43+00:00,DellRuts,@CoinDesk This project is working 24hrs better give a try #METANIA on the top 🚀🚀
774,1592871264724475910,2022-11-16 13:24:38+00:00,TechmemeChatter,"RT @adamscochran: Genesis seems dead in the water. Halting all withdraws per Coindesk.

Big things starting to unwind here.

Holy shit,"
775,1592871264255115269,2022-11-16 13:24:38+00:00,Shekubaba90,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
776,1592871264166854656,2022-11-16 13:24:38+00:00,TheReal38691815,"Probably nothing....
Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse https://t.co/tgSxqOzAqz"
777,1592871244122435584,2022-11-16 13:24:33+00:00,Michael45175335,RT @LUNCDAO: @cobie @BanklessHQ @Bitboy_Crypto @TheCryptoLark @CoinDesk @IOHK_Charles @VitalikButerin @ErikVoorhees @asparagoid @bull_bnb @…
778,1592871240020418562,2022-11-16 13:24:32+00:00,jfxspy,RT @CoinDesk: A third-party audit by consultancy firm JS Held suggests that @LFG_org spent $2.8 billion defending the UST peg in May. Repor…
779,1592871223909707776,2022-11-16 13:24:28+00:00,TheStreet,"JUST IN: Genesis' crypto lending unit has paused withdrawals, per Coindesk"
780,1592871203760283648,2022-11-16 13:24:23+00:00,NickDJock,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
781,1592871191559430144,2022-11-16 13:24:20+00:00,Crypto__Goku,"Source ⬇️
https://t.co/kNmcjlwi7b"
782,1592871170210254850,2022-11-16 13:24:15+00:00,365cryptonews,"🟩 NEWS ON THE BLOCK

 BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk"
783,1592871153886203904,2022-11-16 13:24:11+00:00,Badwi_trades,@GarethSoloway I think we are reaching the levels you mentioned on the show sooner than expected 🤯🎯… https://t.co/UMZFXfgKyH
784,1592871144331579393,2022-11-16 13:24:09+00:00,dudebrosephman,"The cascade continues...

#crypto #genesis #lending

https://t.co/cKSeB5CN7C"
785,1592871139642343424,2022-11-16 13:24:08+00:00,Amitkoollzzz,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
786,1592871130154635265,2022-11-16 13:24:06+00:00,CryptoEliteNews,"RT @Tree_of_Alpha: Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse - Coindesk

""Importantly, this deci…"
787,1592871128997191680,2022-11-16 13:24:05+00:00,enanstasta,@CoinDesk @CoinLedger @David_Kemmerer @koinly Thiis iis unreal game changer  https://t.co/GVv6nVyFdv
788,1592871112878489604,2022-11-16 13:24:02+00:00,BenCryptoReal,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
789,1592871109099409410,2022-11-16 13:24:01+00:00,Rlpt41,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
790,1592871108453470212,2022-11-16 13:24:01+00:00,DellRuts,@CoinDesk @LFG_org @OKnightCrypto #METANIA is good to hold. With the kind of improvements they are doing you can sa… https://t.co/92AUGoJT8g
791,1592871106930946048,2022-11-16 13:24:00+00:00,algomastoras,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
792,1592871099729317888,2022-11-16 13:23:58+00:00,Nate34434023,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
793,1592871092997476353,2022-11-16 13:23:57+00:00,Matstd87b,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
794,1592871078048956416,2022-11-16 13:23:53+00:00,jfxspy,"@CoinDesk @terra_money @camomileshumba #METANIA the pure gem to all, bullish 1000x"
795,1592871056653815810,2022-11-16 13:23:48+00:00,KeithCrypto8,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
796,1592871043085262849,2022-11-16 13:23:45+00:00,SniperDebo,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
797,1592871039851450373,2022-11-16 13:23:44+00:00,amartinezldn,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
798,1592871038001348608,2022-11-16 13:23:44+00:00,TechmemeChatter,"RT @Tree_of_Alpha: The fact DCG owns both Genesis and Coindesk, and Genesis is forced to halt withdrawals after a bankrun initiated by a Co…"
799,1592871036286275584,2022-11-16 13:23:43+00:00,DonnaArchibal12,RT @InvestmentTalk3: @JustDrew8055 https://t.co/NTi8eFoElr
800,1592871031886479360,2022-11-16 13:23:42+00:00,sjyim1,"RT @Tree_of_Alpha: The fact DCG owns both Genesis and Coindesk, and Genesis is forced to halt withdrawals after a bankrun initiated by a Co…"
801,1592871023837614080,2022-11-16 13:23:40+00:00,David57316549,RT @DeItaone: GENESIS’ CRYPTO-LENDING UNIT IS HALTING CUSTOMER WITHDRAWALS IN WAKE OF FTX COLLAPSE - COINDESK
802,1592871022298296320,2022-11-16 13:23:40+00:00,Bobocr1,RT @DeItaone: GENESIS’ CRYPTO-LENDING UNIT IS HALTING CUSTOMER WITHDRAWALS IN WAKE OF FTX COLLAPSE - COINDESK
803,1592871022197633025,2022-11-16 13:23:40+00:00,70_7h3_m00n,RT @cryptocevo: Genesis suffered major losses earlier this year due to the failure of hedge fund Three Arrows Capital (3AC). Now they're te…
804,1592871015801323529,2022-11-16 13:23:38+00:00,BrunoP_News,"RT @P85Crypto: Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse
The unit, known as Genesis Global Capit…"
805,1592871011791556608,2022-11-16 13:23:37+00:00,jfxspy,"RT @CoinDesk: South Korean prosecutors investigating the collapse of UST raided the headquarters of Chai Corp., whose CEO Daniel Shin was a…"
806,1592871010298368000,2022-11-16 13:23:37+00:00,tklocanas,RT @hodlwithLedn: 1/ Ledn has no exposure to Genesis and remains fully operational.
807,1592871002396323840,2022-11-16 13:23:35+00:00,Navnzr,@CoinDesk @circle LOL. Do they really think this innovation will take attention away from questionable transparency? Where's the audit?
808,1592871001796530179,2022-11-16 13:23:35+00:00,praefectusxbt,RT @DeItaone: GENESIS’ CRYPTO-LENDING UNIT IS HALTING CUSTOMER WITHDRAWALS IN WAKE OF FTX COLLAPSE - COINDESK
809,1592870998369394689,2022-11-16 13:23:34+00:00,LondonLinkOTC,Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse 😱📉 https://t.co/Rdqk0VnX2z via @coindesk
810,1592870993013284864,2022-11-16 13:23:33+00:00,TechmemeChatter,"RT @Tree_of_Alpha: Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse - Coindesk

""Importantly, this deci…"
811,1592870985392599041,2022-11-16 13:23:31+00:00,ClaudiuBoboi,RT @Investingcom: *GENESIS’ CRYPTO-LENDING UNIT IS HALTING CUSTOMER WITHDRAWALS IN WAKE OF FTX COLLAPSE - COINDESK https://t.co/irF9ygYpT0
812,1592870979734482945,2022-11-16 13:23:30+00:00,DellRuts,@CoinDesk @terra_money @camomileshumba Im buying #METANIA now you too can buy and hold til you get 100x this weekend .
813,1592870976223465473,2022-11-16 13:23:29+00:00,PSuiteNetwork,"For the most part, Compass doesn’t operate its own crypto mines. Instead, it works with hosting companies that take… https://t.co/ekVHwh9pS0"
814,1592870964714274816,2022-11-16 13:23:26+00:00,Techmeme,"Genesis' crypto lending unit, which had $2.8B in active loans in Q3, suspends redemptions and new loan originations… https://t.co/AcvnGz2T5i"
815,1592870946603663360,2022-11-16 13:23:22+00:00,hapablap_hap,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
816,1592870939947323394,2022-11-16 13:23:20+00:00,BitcoinReceh,"RT @Tree_of_Alpha: Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse - Coindesk

""Importantly, this deci…"
817,1592870939469156352,2022-11-16 13:23:20+00:00,santosh35065201,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
818,1592870928622714882,2022-11-16 13:23:18+00:00,Saint_lols,"RT @Tree_of_Alpha: Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse - Coindesk

""Importantly, this deci…"
819,1592870914063945728,2022-11-16 13:23:14+00:00,CryptoGal72,"Which will have more? 
1.Amicus Briefs in support of #Ripple 
OR
2.Bankruptcy’s due to #SBF_FTX  failure.  

#XRP i… https://t.co/TGWMFLjE9S"
820,1592870913007300612,2022-11-16 13:23:14+00:00,Gswap4,"RT @Tree_of_Alpha: Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse - Coindesk

""Importantly, this deci…"
821,1592870897551278080,2022-11-16 13:23:10+00:00,P85Crypto,"Genesis’ Crypto-Lending Unit Is Halting Customer Withdrawals in Wake of FTX Collapse
The unit, known as Genesis Glo… https://t.co/Tewn7u6UkJ"
822,1592870892324851713,2022-11-16 13:23:09+00:00,DouhiSofiane6,"RT @MoneyRadar_FR: 🚨ALERTE - GENESIS suspend les retraits de ses clients

L'unité, connue sous le nom de Genesis Global Capital, sert une b…"
823,1592870886809702400,2022-11-16 13:23:08+00:00,jfxspy,@CoinDesk @CansuBurkhalter @ashish343 @TaxBitMiles @David_Kemmerer @IBR_Imani @amitoj @koinly #METANIA the real gem to all
824,1592870877510922241,2022-11-16 13:23:05+00:00,utsav_jaiswal1,"RT @Tree_of_Alpha: The fact DCG owns both Genesis and Coindesk, and Genesis is forced to halt withdrawals after a bankrun initiated by a Co…"
825,1592870873312395266,2022-11-16 13:23:04+00:00,Halodave12,"RT @adamscochran: Genesis seems dead in the water. Halting all withdraws per Coindesk.

Big things starting to unwind here.

Holy shit,"
826,1592870856845557760,2022-11-16 13:23:01+00:00,Shiva_SPC,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
827,1592870849606221824,2022-11-16 13:22:59+00:00,KonkCrypto,"Hmmm

https://t.co/fzaxwmSUkh"
828,1592870847156715520,2022-11-16 13:22:58+00:00,MertserkanAlta1,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
829,1592870842236829697,2022-11-16 13:22:57+00:00,thenewstown,"RT @ankitatIIMA: 💥After India's Digital Rupee trials, US begins Digital Dollar pilot for wholesale transactions.

https://t.co/ZT6nzuAOlD"
830,1592870840835911680,2022-11-16 13:22:57+00:00,MiamiBlackwell,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
831,1592870840341000192,2022-11-16 13:22:57+00:00,investor_der,RT @Investingcom: *GENESIS’ CRYPTO-LENDING UNIT IS HALTING CUSTOMER WITHDRAWALS IN WAKE OF FTX COLLAPSE - COINDESK https://t.co/irF9ygYpT0
832,1592870830920589312,2022-11-16 13:22:54+00:00,CryptoNewbie91,RT @cryptocevo: Genesis suffered major losses earlier this year due to the failure of hedge fund Three Arrows Capital (3AC). Now they're te…
833,1592870830375333889,2022-11-16 13:22:54+00:00,healthpotionxyz,@CoinDesk If there was an insurance product available then these individual investors wouldn’t have been so heavily… https://t.co/ryFgnHNDWa
834,1592870826462044160,2022-11-16 13:22:53+00:00,jfxspy,@CoinDesk @CansuBurkhalter @ashish343 @TaxBitMiles @David_Kemmerer @IBR_Imani @amitoj @koinly The real gem is here #METANJA
835,1592870825325375494,2022-11-16 13:22:53+00:00,kakakadandan,RT @cryptocevo: Genesis suffered major losses earlier this year due to the failure of hedge fund Three Arrows Capital (3AC). Now they're te…
836,1592870825316651008,2022-11-16 13:22:53+00:00,Cheezy1982,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
837,1592870821781188609,2022-11-16 13:22:52+00:00,alexdgn,RT @cryptounfolded: https://t.co/ONrt6spWih
838,1592870813845565440,2022-11-16 13:22:50+00:00,CryptoVesus,"RT @adamscochran: Genesis seems dead in the water. Halting all withdraws per Coindesk.

Big things starting to unwind here.

Holy shit,"
839,1592870810036772865,2022-11-16 13:22:49+00:00,CraperHandi,@CoinDesk @CansuBurkhalter @ashish343 @TaxBitMiles @David_Kemmerer @IBR_Imani @amitoj @koinly #METANIA trust me and come with me
840,1592870806643933186,2022-11-16 13:22:49+00:00,kyriakosomirou2,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
841,1592870801170366464,2022-11-16 13:22:47+00:00,mdudas,gonna be a big week https://t.co/GR0vNEWpnu
842,1592870795780718593,2022-11-16 13:22:46+00:00,voteforpedro07,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
843,1592870793838751744,2022-11-16 13:22:46+00:00,investorn_ceo,RT @BTC_Archive: BREAKING: Crypto-lender Genesis has stopped withdrawals - Coindesk
844,1592870792395894787,2022-11-16 13:22:45+00:00,guts_ya,RT @Investingcom: *GENESIS’ CRYPTO-LENDING UNIT IS HALTING CUSTOMER WITHDRAWALS IN WAKE OF FTX COLLAPSE - COINDESK https://t.co/irF9ygYpT0
